"","X","cuisine","phone","name.x","zipcode","grade","score","name.y","rating","price","url","cuisine.type"
"7646",7648,47,2122453438,"BLARNEY STONE PUB",10036,"B",25,"Blarney Stone Pub",3,2,"http://www.yelp.com/biz/blarney-stone-pub-new-york-2","Irish"
"7647",7649,47,7188061476,"OLIVER'S PUB",11103,NA,4,"Oliver's Gastropub",4.5,2,"http://www.yelp.com/biz/olivers-gastropub-astoria","Irish"
"7648",7650,47,7185136245,"THE GATHER INN AGAIN",11229,"A",7,"The Gather Inn Again",4.5,1,"http://www.yelp.com/biz/the-gather-inn-again-brooklyn","Irish"
"7649",7651,47,7187849500,"BANTRY BAY PUBLICK HOUSE",11101,"A",8,"Bantry Bay Publik House",4,NA,"http://www.yelp.com/biz/bantry-bay-publik-house-long-island-city","Irish"
"7650",7652,47,7187984510,"RAMBLING HOUSE",10470,"A",8,"Rambling House",4,2,"http://www.yelp.com/biz/rambling-house-bronx","Irish"
"7651",7653,47,2127361575,"THE TRIPLE CROWN",10001,"A",9,"Triple Crown Restaurant & Ale House",3,2,"http://www.yelp.com/biz/triple-crown-restaurant-and-ale-house-new-york","Irish"
"7652",7654,47,2126431502,"TEMPEST BAR",10001,"A",12,"Tempest Bar",3.5,2,"http://www.yelp.com/biz/tempest-bar-new-york","Irish"
"7653",7655,47,7184331916,"MOLLY BLOOMS",11104,"A",12,"Molly Blooms",4,2,"http://www.yelp.com/biz/molly-blooms-sunnyside-3","Irish"
"7654",7656,47,2129575100,"EMMETT O'LUNNEY'S IRISH PUB",10019,"A",13,"Emmett O'Lunney's Irish Pub",3.5,2,"http://www.yelp.com/biz/emmett-o-lunneys-irish-pub-new-york","Irish"
"7655",7657,47,2128679013,"EAMONN'S BAR AND GRILL",10017,"A",13,"Eamonn's Bar and Grill",3,2,"http://www.yelp.com/biz/eamonns-bar-and-grill-new-york","Irish"
"7656",7658,47,2123548404,"PLAYWRIGHT CELTIC PUB",10036,"A",6,"Playwright Celtic Pub",3,2,"http://www.yelp.com/biz/playwright-celtic-pub-new-york","Irish"
"7657",7659,47,6465594404,"SESSION HOUSE",10022,"A",10,"Session House",4,2,"http://www.yelp.com/biz/session-house-new-york","Irish"
"7658",7660,47,2127855400,"THE DUBLINER",10004,"A",5,"The Dubliner",3,2,"http://www.yelp.com/biz/the-dubliner-new-york","Irish"
"7659",7661,48,2122282969,"BALLARO",10003,"C",53,"Ballaró Caffé Prosciutteria",4,2,"http://www.yelp.com/biz/ballar%C3%B3-caff%C3%A9-prosciutteria-new-york-2","Italian"
"7660",7662,48,7183574808,"SALERNO PASTRY CAFE",11357,"B",15,"Salerno Pastry Cafe",3,2,"http://www.yelp.com/biz/salerno-pastry-cafe-whitestone","Italian"
"7661",7663,48,2129658777,"MORINI",10012,"A",9,"Osteria Morini",4,3,"http://www.yelp.com/biz/osteria-morini-new-york","Italian"
"7662",7664,48,7183227866,"BRUNO'S RESTAURANT",11414,"A",9,"Bruno's Ristorante",3.5,NA,"http://www.yelp.com/biz/brunos-ristorante-howard-beach","Italian"
"7663",7665,48,2126912223,"PALMA",10014,"A",12,"Palma",4,3,"http://www.yelp.com/biz/palma-new-york","Italian"
"7664",7666,48,7183522300,"VIVALDI",11360,"A",12,"Vivaldi Ristotante & Ballroom",5,3,"http://www.yelp.com/biz/vivaldi-ristotante-and-ballroom-bayside","Italian"
"7665",7667,48,7183523800,"TRATTORIA 35",11361,"A",13,"Trattoria 35",4,2,"http://www.yelp.com/biz/trattoria-35-bayside","Italian"
"7666",7668,48,2123346200,"LA NONNA",10013,"A",13,"La Nonna",2.5,2,"http://www.yelp.com/biz/la-nonna-new-york","Italian"
"7667",7669,48,2124311112,"GIGINO TRATTORIA",10013,"A",13,"Gigino Trattoria",3.5,2,"http://www.yelp.com/biz/gigino-trattoria-new-york","Italian"
"7668",7670,48,2126759080,"ABOTTEGA",10014,"A",13,"Abbottega",4,2,"http://www.yelp.com/biz/abbottega-new-york-3","Italian"
"7669",7671,48,2127772151,"PORCHETTA",10009,"A",6,"Porchetta",3.5,2,"http://www.yelp.com/biz/porchetta-new-york","Italian"
"7670",7672,48,2124978090,"DEL POSTO RISTORANTE",10011,"A",4,"Del Posto",4,4,"http://www.yelp.com/biz/del-posto-new-york","Italian"
"7671",7673,48,7185841188,"MARIO'S RESTAURANT",10458,NA,17,"Mario's",3.5,2,"http://www.yelp.com/biz/marios-bronx","Italian"
"7672",7674,48,2124724552,"UVA",NA,"A",2,"Uva",4,2,"http://www.yelp.com/biz/uva-new-york","Italian"
"7673",7675,48,2128267101,"TEODORA",10022,"A",7,"Teodora",4,2,"http://www.yelp.com/biz/teodora-new-york","Italian"
"7674",7676,48,7188405738,"SCALINO",11215,"A",10,"Scalino",4,2,"http://www.yelp.com/biz/scalino-brooklyn","Italian"
"7675",7677,48,7186984433,"MANOR HOUSE RESTAURANT",10314,"A",12,"Manor Restaurant",4,3,"http://www.yelp.com/biz/manor-restaurant-staten-island","Italian"
"7676",7678,48,2128886333,"TONY'S DI NAPOLI",NA,"A",12,"Tony's DiNapoli",3.5,2,"http://www.yelp.com/biz/tonys-dinapoli-new-york-5","Italian"
"7677",7679,48,2124311112,"GIGINO TRATTORIA",10013,"A",13,"Gigino Trattoria",3.5,2,"http://www.yelp.com/biz/gigino-trattoria-new-york","Italian"
"7678",7680,48,7187867013,"DAZIES RESTAURANT",11104,"B",27,"Dazie's",3.5,2,"http://www.yelp.com/biz/dazies-sunnyside","Italian"
"7679",7681,48,2122532250,"SPINA",10009,"A",9,"Spina",4,2,"http://www.yelp.com/biz/spina-new-york","Italian"
"7680",7682,48,7187797266,"ANTHONY AND SON PANNINI SHOPPE",11378,"A",11,"Anthony and Son Panini Shoppe",5,2,"http://www.yelp.com/biz/anthony-and-son-panini-shoppe-flushing-2","Italian"
"7681",7683,48,7188434455,"AMALFI TRATTORIA",11414,"C",-1,"Amalfi Trattoria Plus Pizza",1.5,NA,"http://www.yelp.com/biz/amalfi-trattoria-plus-pizza-howard-beach","Italian"
"7682",7684,48,2122078280,"SCALINATELLA RISTAURANT",NA,"A",9,"Scalinatella Restaurant",4.5,4,"http://www.yelp.com/biz/scalinatella-restaurant-new-york","Italian"
"7683",7685,48,2126747014,"LANZA'S",10009,"A",12,"Lanza's Restaurant",3,2,"http://www.yelp.com/biz/lanzas-restaurant-new-york","Italian"
"7684",7686,48,2126974161,"NANNI RESTAURANT",10017,NA,67,"Nanni's Restaurant",3.5,3,"http://www.yelp.com/biz/nannis-restaurant-new-york-2","Italian"
"7685",7687,48,7184453352,"MAGNA BAR & RESTAURANT",11354,"A",7,"Magna Ristorante",4,2,"http://www.yelp.com/biz/magna-ristorante-flushing","Italian"
"7686",7688,48,6467558939,"RISOTTERIA MELOTTI",10003,"A",7,"Risotteria Melotti",4.5,2,"http://www.yelp.com/biz/risotteria-melotti-new-york-2","Italian"
"7687",7689,48,2126736044,"IL CANTINORI RESTAURAUNT",10003,NA,16,"Il Cantinori",3.5,3,"http://www.yelp.com/biz/il-cantinori-new-york","Italian"
"7688",7690,48,7188322900,"MEZINI RESTAURANT",11215,NA,7,"Mezini Restaurant",4,3,"http://www.yelp.com/biz/mezini-restaurant-brooklyn","Italian"
"7689",7691,48,2124608017,"PIADINA RESTAURANT",10011,"C",28,"Piadina Restaurant",3.5,2,"http://www.yelp.com/biz/piadina-restaurant-new-york","Italian"
"7690",7692,48,2122655959,"SD26 & SAN DOMENICO EVENTS",10010,"A",8,"SD26",3.5,3,"http://www.yelp.com/biz/sd26-new-york","Italian"
"7691",7693,48,7189425201,"CENT'ANNI",11238,"B",23,"Cent'Anni",4,2,"http://www.yelp.com/biz/centanni-brooklyn","Italian"
"7692",7694,48,7189372900,"TESTACCIO RISTORANTE",11101,"A",12,"Testaccio",3.5,3,"http://www.yelp.com/biz/testaccio-long-island-city","Italian"
"7693",7695,48,7182955033,"ARTHUR AVENUE CATERS",10458,"A",5,"Mike's Deli",4.5,1,"http://www.yelp.com/biz/mikes-deli-bronx","Italian"
"7694",7696,48,2129879260,"CAVATAPPO GRILL",10128,"A",10,"Cavatappo Grill",3.5,2,"http://www.yelp.com/biz/cavatappo-grill-new-york","Italian"
"7695",7697,48,7187867013,"DAZIES RESTAURANT",11104,"B",27,"Dazie's",3.5,2,"http://www.yelp.com/biz/dazies-sunnyside","Italian"
"7696",7698,48,2128329221,"IL VAGABONDO RESTAURANT",NA,"B",27,"Il Vagabondo",3.5,2,"http://www.yelp.com/biz/il-vagabondo-new-york","Italian"
"7697",7699,48,7185995988,"OREGANO",NA,"A",12,"Oregano",4,2,"http://www.yelp.com/biz/oregano-brooklyn","Italian"
"7698",7700,48,2124725563,"SOTTO CINQUE",10028,"A",4,"Sotto Cinque",3,2,"http://www.yelp.com/biz/sotto-cinque-new-york","Italian"
"7699",7701,48,2123341015,"BREAD",10012,"A",12,"Bread Nolita",3.5,2,"http://www.yelp.com/biz/bread-nolita-new-york","Italian"
"7700",7702,48,2125359600,"MEZZALUNA",10021,"A",9,"Mezzaluna",4,3,"http://www.yelp.com/biz/mezzaluna-new-york","Italian"
"7701",7703,48,2123890000,"MONDRIAN SOHO/ ISOLA",10013,"A",12,"Isola",4,3,"http://www.yelp.com/biz/isola-new-york","Italian"
"7702",7704,48,7182369764,"LA PALINA RESTAURANT",11204,"A",13,"La Palina Restaurant",4,2,"http://www.yelp.com/biz/la-palina-restaurant-brooklyn","Italian"
"7703",7705,48,7185996599,"BACI & ABBRACCI",11211,"A",10,"Baci & Abbracci",4,3,"http://www.yelp.com/biz/baci-and-abbracci-brooklyn-2","Italian"
"7704",7706,48,7187266669,"BUON APPETIT",11105,"A",11,"Buon Appetit Deli Catering",4.5,1,"http://www.yelp.com/biz/buon-appetit-deli-catering-astoria","Italian"
"7705",7707,48,7183721445,"FIORENTINO RISTORANTE",11223,"B",19,"Fiorentino's Ristorante",3.5,3,"http://www.yelp.com/biz/fiorentinos-ristorante-brooklyn","Italian"
"7706",7708,48,2122267610,"FLORIOS RESTAURANT",10013,"A",13,"Florio's Ristorante",4,2,"http://www.yelp.com/biz/florios-ristorante-new-york","Italian"
"7707",7709,48,7183692154,"PROVINI CAFE",11215,"B",27,"Provini",3,3,"http://www.yelp.com/biz/provini-brooklyn","Italian"
"7708",7710,48,2126455369,"REVEL",10014,"B",24,"REVEL",3,3,"http://www.yelp.com/biz/revel-new-york","Italian"
"7709",7711,48,2122078280,"SCALINATELLA RISTAURANT",NA,"A",9,"Scalinatella Restaurant",4.5,4,"http://www.yelp.com/biz/scalinatella-restaurant-new-york","Italian"
"7710",7712,48,7184942233,"CAFE DEL MONDO",10314,"B",19,"Cafe Del Mondo",2.5,2,"http://www.yelp.com/biz/cafe-del-mondo-staten-island","Italian"
"7711",7713,48,2128732500,"IL VIOLINO",10023,"A",5,"Il Violino",3,2,"http://www.yelp.com/biz/il-violino-new-york","Italian"
"7712",7714,48,2122651890,"DA TOMMASSO",10019,"A",5,"Da Tommaso",3.5,3,"http://www.yelp.com/biz/da-tommaso-new-york","Italian"
"7713",7715,48,2122284923,"PORSENA",10003,"C",30,"Porsena",3.5,2,"http://www.yelp.com/biz/porsena-new-york","Italian"
"7714",7716,48,7187299080,"LOCALE",11106,"A",13,"Locale",3.5,2,"http://www.yelp.com/biz/locale-astoria","Italian"
"7715",7717,48,2129253797,"LOCANDA VERDE",10013,"A",10,"Locanda Verde",4,3,"http://www.yelp.com/biz/locanda-verde-new-york","Italian"
"7716",7718,48,2124817372,"I TRULLI RESTAURANT",10016,NA,15,"I Trulli",3.5,3,"http://www.yelp.com/biz/i-trulli-new-york","Italian"
"7717",7719,48,7184470033,"ROADHOUSE RESTAURANT",10301,"A",3,"The Road House",3,2,"http://www.yelp.com/biz/the-road-house-staten-island","Italian"
"7718",7720,48,7186229202,"LOCANDA VINI E OLII",11238,"A",2,"Locanda Vini e Olii",4,3,"http://www.yelp.com/biz/locanda-vini-e-olii-brooklyn","Italian"
"7719",7721,48,2129378910,"BIRRERIA (EATALY)",10010,"A",12,"La Birreria",3.5,3,"http://www.yelp.com/biz/la-birreria-new-york","Italian"
"7720",7722,48,2129880002,"NINO'S RESTAURANT",10021,"B",16,"Nino's Restaurant",3.5,3,"http://www.yelp.com/biz/ninos-restaurant-new-york","Italian"
"7721",7723,48,9175466676,"BAR ITALIA",NA,"A",10,"Bar Italia Madison",3,3,"http://www.yelp.com/biz/bar-italia-madison-manhattan","Italian"
"7722",7724,48,7183692575,"MONSIGNOR'S RESTAURANT",11215,"A",7,"Monsignor's Restaurant",4,2,"http://www.yelp.com/biz/monsignors-restaurant-brooklyn","Italian"
"7723",7725,48,2123712900,"RADICCHIO",10022,"B",19,"Radicchio Pasta and Risotto",3.5,2,"http://www.yelp.com/biz/radicchio-pasta-and-risotto-new-york","Italian"
"7724",7726,48,7184993400,"BAR TANO",11215,"A",10,"Bar Tano",4,2,"http://www.yelp.com/biz/bar-tano-brooklyn","Italian"
"7725",7727,48,2124724552,"UVA",NA,"A",2,"Uva",4,2,"http://www.yelp.com/biz/uva-new-york","Italian"
"7726",7728,48,2125359600,"MEZZALUNA",10021,"A",9,"Mezzaluna",4,3,"http://www.yelp.com/biz/mezzaluna-new-york","Italian"
"7727",7729,48,2126288603,"ITALIANISSIMO RI",10028,"A",6,"Italianissimo Ristorante",3.5,3,"http://www.yelp.com/biz/italianissimo-ristorante-new-york-2","Italian"
"7728",7730,48,7183522225,"RIVIERA RISTORANTE",11357,"A",10,"Riviera Ristorante",3.5,2,"http://www.yelp.com/biz/riviera-ristorante-queens","Italian"
"7729",7731,48,7185996599,"BACI & ABBRACCI",11211,"A",10,"Baci & Abbracci",4,2,"http://www.yelp.com/biz/baci-and-abbracci-brooklyn","Italian"
"7730",7732,48,7187294602,"MANDUCATIS",11101,"A",12,"Manducatis",3.5,2,"http://www.yelp.com/biz/manducatis-long-island-city","Italian"
"7731",7733,48,2129260399,"TONELLI CAFE BAR",10031,"A",8,"Tonalli Cafe & Bar",3.5,2,"http://www.yelp.com/biz/tonalli-cafe-and-bar-new-york","Italian"
"7732",7734,48,7189061906,"MIA FAMIGLIA LIC",11101,"A",6,"Mia Famiglia",4,2,"http://www.yelp.com/biz/mia-famiglia-long-island-city-2","Italian"
"7733",7735,48,7182291330,"FINO",11361,"A",13,"Fino",4,3,"http://www.yelp.com/biz/fino-bayside","Italian"
"7734",7736,48,7188379053,"MONA LISA",11228,"C",9,"Mona Lisa Caffe",3,2,"http://www.yelp.com/biz/mona-lisa-caffe-brooklyn","Italian"
"7735",7737,48,2125329100,"BREAD & TULIPS",10016,"A",13,"Bread & Tulips",3.5,3,"http://www.yelp.com/biz/bread-and-tulips-new-york","Italian"
"7736",7738,48,2126881999,"BICE RISTORANTE",10022,"A",10,"Bice Ristorante",3,3,"http://www.yelp.com/biz/bice-ristorante-new-york","Italian"
"7737",7739,48,2123692300,"LITTLE LUZZO'S",10128,"A",12,"Little Luzzo's",3.5,1,"http://www.yelp.com/biz/little-luzzos-new-york","Italian"
"7738",7740,48,2122656660,"GALLO NERO",10036,"A",11,"Gallo Nero",3.5,3,"http://www.yelp.com/biz/gallo-nero-new-york-2","Italian"
"7739",7741,48,7184026996,"GIOVANNI'S RESTAURANT",10451,NA,32,"Giovanni's Restaurant",3.5,2,"http://www.yelp.com/biz/giovannis-restaurant-bronx","Italian"
"7740",7742,48,2127581479,"FELIDIA RESTAURANT",10022,"A",13,"Felidia",4,4,"http://www.yelp.com/biz/felidia-new-york","Italian"
"7741",7743,48,2128372622,"IL BUCO VINERIA",10012,"A",12,"Il Buco Alimentari e Vineria",3.5,3,"http://www.yelp.com/biz/il-buco-alimentari-e-vineria-new-york","Italian"
"7742",7744,48,2126776563,"PAPRIKA",10009,"A",10,"Paprika",4,2,"http://www.yelp.com/biz/paprika-new-york","Italian"
"7743",7745,48,2122267900,"SALUGGI'S",10013,"A",11,"Saluggi's",4,2,"http://www.yelp.com/biz/saluggis-new-york","Italian"
"7744",7746,48,2124265422,"OSSO BUCO",10128,NA,17,"Osso Buco",3.5,2,"http://www.yelp.com/biz/osso-buco-new-york-2","Italian"
"7745",7747,48,7182045002,"SAC'S PIZZA PLACE",11106,"A",5,"Sac's Place",3.5,2,"http://www.yelp.com/biz/sacs-place-astoria","Italian"
"7746",7748,48,2127195799,"SOFIA RISTORANTE ITALIANO",10036,"A",13,"Sofia",2.5,2,"http://www.yelp.com/biz/sofia-new-york","Italian"
"7747",7749,48,2129220581,"FABIO PICCOLO FIORE",10017,"A",12,"Fabio Piccolo Fiore",4,3,"http://www.yelp.com/biz/fabio-piccolo-fiore-new-york","Italian"
"7748",7750,48,2127222244,"GRAN PIATTO D'ORO",10035,"B",26,"Gran Piatto d'Oro",2.5,2,"http://www.yelp.com/biz/gran-piatto-d-oro-new-york","Italian"
"7749",7751,48,2123713536,"LA GIOCONDA",10022,"B",15,"La Gioconda",3.5,2,"http://www.yelp.com/biz/la-gioconda-new-york","Italian"
"7750",7752,48,2123666633,"DELL'ANIMA",10014,"A",9,"Dell'Anima",4,3,"http://www.yelp.com/biz/dellanima-new-york","Italian"
"7751",7753,48,7184452333,"CAPRICCIO",11358,"C",45,"Capriccio",4,2,"http://www.yelp.com/biz/capriccio-flushing","Italian"
"7752",7754,48,2124266886,"OTTOMANELLI N.Y. GRILL",10128,"A",10,"Ottomanelli New York Grill",4,2,"http://www.yelp.com/biz/ottomanelli-new-york-grill-new-york","Italian"
"7753",7755,48,7188154882,"NUCCI'S RESTAURANT",10310,"A",9,"Nucci's Restaurant",3,2,"http://www.yelp.com/biz/nuccis-restaurant-staten-island","Italian"
"7754",7756,48,2123977597,"BECCO",10036,"A",7,"Becco  Restaurant",2,NA,"http://www.yelp.com/biz/becco-restaurant-new-york-2","Italian"
"7755",7757,48,2127579290,"IL MELOGRANO",10019,NA,23,"Ristorante Il Melograno",4,2,"http://www.yelp.com/biz/ristorante-il-melograno-new-york","Italian"
"7756",7758,48,2129691809,"FIAT CAFE",10012,"B",14,"Fiat Café",4,2,"http://www.yelp.com/biz/fiat-caf%C3%A9-manhattan-3","Italian"
"7757",7759,48,2123080830,"FIORINI",10022,"A",10,"Fiorini",4,3,"http://www.yelp.com/biz/fiorini-new-york","Italian"
"7758",7760,48,2122881004,"CARAVAGGIO",10021,"A",10,"Caravaggio",3.5,4,"http://www.yelp.com/biz/caravaggio-new-york","Italian"
"7759",7761,48,7182951784,"TRA DI NOI",10458,"A",12,"Trattoria Tra di Noi",4,3,"http://www.yelp.com/biz/trattoria-tra-di-noi-bronx","Italian"
"7760",7762,48,7182380747,"PHILADELHIA GRILLE EXPRESS",11209,"A",7,"Philadelphia Grille",4,1,"http://www.yelp.com/biz/philadelphia-grille-brooklyn","Italian"
"7761",7763,48,7185996599,"BACI & ABBRACCI",11211,"A",10,"Baci & Abbracci",4,2,"http://www.yelp.com/biz/baci-and-abbracci-brooklyn","Italian"
"7762",7764,48,2129879260,"CAVATAPPO GRILL",10128,"A",10,"Cavatappo Grill",3.5,2,"http://www.yelp.com/biz/cavatappo-grill-new-york","Italian"
"7763",7765,48,7182187080,"IL PAIOLO",NA,"A",10,"Osteria Il Paiolo",4,2,"http://www.yelp.com/biz/osteria-il-paiolo-brooklyn","Italian"
"7764",7766,48,2126758736,"TRATTORIA TUSCANO",10014,"B",22,"Trattoria Toscana",4,2,"http://www.yelp.com/biz/trattoria-toscana-new-york","Italian"
"7765",7767,48,2126733783,"IL MULINO",10012,NA,20,"Il Mulino New York",4,4,"http://www.yelp.com/biz/il-mulino-new-york-new-york","Italian"
"7766",7768,48,2123343869,"AMICI II",10013,"A",7,"Amici 2",3.5,2,"http://www.yelp.com/biz/amici-2-new-york","Italian"
"7767",7769,48,2126732121,"BRIO",10010,"A",10,"Brio Flatiron",3,2,"http://www.yelp.com/biz/brio-flatiron-manhattan","Italian"
"7768",7770,48,2129322901,"SEZZ-MEDI",10027,"A",13,"Sezz Medi",3,2,"http://www.yelp.com/biz/sezz-medi-new-york","Italian"
"7769",7771,48,7189633100,"IL PASSATORE",11211,"A",13,"IL Passatore",4,2,"http://www.yelp.com/biz/il-passatore-brooklyn","Italian"
"7770",7772,48,7189061906,"MIA FAMIGLIA LIC",11101,"A",6,"Mia Famiglia",4,2,"http://www.yelp.com/biz/mia-famiglia-long-island-city-2","Italian"
"7771",7773,48,7182045002,"SAC'S PIZZA PLACE",11106,"A",5,"Sac's Place",3.5,2,"http://www.yelp.com/biz/sacs-place-astoria","Italian"
"7772",7774,48,7183861559,"ANTICA TRATTORIA",11385,"A",5,"Antica Trattoria",3.5,2,"http://www.yelp.com/biz/antica-trattoria-ridgewood","Italian"
"7773",7775,48,7188948191,"LA BELLA CUCINA",11379,NA,31,"La Bella Cucina",2.5,3,"http://www.yelp.com/biz/la-bella-cucina-middle-village","Italian"
"7774",7776,48,2123080112,"BAR VETRO",10022,"A",13,"Bar Vetro",3.5,2,"http://www.yelp.com/biz/bar-vetro-new-york-2","Italian"
"7775",7777,48,7182670010,"DA FRANCO ITALIAN RESTAURANT",11105,"A",9,"Da Franco Italian Restaurant",4,2,"http://www.yelp.com/biz/da-franco-italian-restaurant-astoria","Italian"
"7776",7778,48,2126457777,"VABELLA N.Y.",10014,"B",22,"Valbella",3.5,4,"http://www.yelp.com/biz/valbella-new-york-city","Italian"
"7777",7779,48,7184883906,"JARRO X1V",11201,"B",14,"Jarro",4,2,"http://www.yelp.com/biz/jarro-brooklyn","Italian"
"7778",7780,48,7183227866,"BRUNO'S RESTAURANT",11414,"A",9,"Bruno's Ristorante",3.5,NA,"http://www.yelp.com/biz/brunos-ristorante-howard-beach","Italian"
"7779",7781,48,7188377950,"VILLA FIORITA",11214,"A",5,"Villa Fiorita Restaurant",4.5,2,"http://www.yelp.com/biz/villa-fiorita-restaurant-brooklyn","Italian"
"7780",7782,48,7185995988,"OREGANO",NA,"A",12,"Oregano",4,2,"http://www.yelp.com/biz/oregano-brooklyn","Italian"
"7781",7783,48,7189181800,"PATRICIA'S",10465,"A",9,"Patricia's of Tremont",3.5,2,"http://www.yelp.com/biz/patricias-of-tremont-bronx","Italian"
"7782",7784,48,2127578630,"NINO TUSCANY",10019,NA,47,"Nino's Tuscany Steakhouse",3,3,"http://www.yelp.com/biz/ninos-tuscany-steakhouse-new-york","Italian"
"7783",7785,48,7183522300,"VIVALDI",11360,"A",12,"Vivaldi Ristorante and Ballroom",5,3,"http://www.yelp.com/biz/vivaldi-ristorante-and-ballroom-bayside","Italian"
"7784",7786,48,7186518111,"MR. BRUNO'S PIZZA",11370,"B",23,"Mr. Bruno's Pizzeria & Pasta",4.5,1,"http://www.yelp.com/biz/mr-brunos-pizzeria-and-pasta-new-york","Italian"
"7785",7787,48,3475174868,"CAMPANIA COALFIRE PIZZA",11209,NA,2,"Campania",4,NA,"http://www.yelp.com/biz/campania-new-york","Italian"
"7786",7788,48,7188434455,"AMALFI TRATTORIA",11414,"C",-1,"Romanos Pizza",3,NA,"http://www.yelp.com/biz/romanos-pizza-howard-beach","Italian"
"7787",7789,48,2125282228,"GIGINO AT WAGNER PARK",10004,"A",11,"Gigino At Wagner Park",3.5,3,"http://www.yelp.com/biz/gigino-at-wagner-park-new-york-2","Italian"
"7788",7790,48,2126811616,"CIBO",10017,"A",8,"Cibo",3.5,3,"http://www.yelp.com/biz/cibo-new-york","Italian"
"7789",7791,48,2122071902,"RISTORANTE 5TH AVENUE",10022,"A",5,"Armani Ristorante",4,3,"http://www.yelp.com/biz/armani-ristorante-new-york","Italian"
"7790",7792,48,2123349808,"POSITANO",10013,"B",22,"Positano Ristorante",3,2,"http://www.yelp.com/biz/positano-ristorante-new-york","Italian"
"7791",7793,48,7187866171,"MANETTA'S RISTORANTE",11101,"A",9,"Manetta's Fine Foods",4,2,"http://www.yelp.com/biz/manettas-fine-foods-long-island-city","Italian"
"7792",7794,48,7189372900,"TESTACCIO RISTORANTE",11101,"A",12,"Testaccio",3.5,3,"http://www.yelp.com/biz/testaccio-long-island-city","Italian"
"7793",7795,48,2127878767,"THE LEOPARD AT DES ARTISTES",10023,"B",19,"The Leopard at des Artistes",4,3,"http://www.yelp.com/biz/the-leopard-at-des-artistes-new-york","Italian"
"7794",7796,48,2127491125,"BETTOLONA",10027,NA,25,"Bettolona",4,2,"http://www.yelp.com/biz/bettolona-new-york","Italian"
"7795",7797,48,7188940052,"UVARARA",11379,"B",22,"Uvarara",4,3,"http://www.yelp.com/biz/uvarara-middle-village","Italian"
"7796",7798,48,3479874961,"BRUCIE",11201,"A",9,"Brucie",4,2,"http://www.yelp.com/biz/brucie-brooklyn","Italian"
"7797",7799,48,7185969342,"VINNY'S PIZZERIA",11231,"A",12,"Vinny's Pizzeria",3.5,1,"http://www.yelp.com/biz/vinnys-pizzeria-brooklyn","Italian"
"7798",7800,48,7187866171,"MANETTA'S RISTORANTE",11101,"A",9,"Manetta's Fine Foods",4,2,"http://www.yelp.com/biz/manettas-fine-foods-long-island-city","Italian"
"7799",7801,48,2127721169,"GOLOSI",NA,"A",12,"Golosi",3.5,1,"http://www.yelp.com/biz/golosi-new-york-2","Italian"
"7800",7802,48,7184424442,"ITALIANISSIMO RESTAURANT CAFE BAR",10305,"A",12,"Italianissimo Restaurant",4.5,3,"http://www.yelp.com/biz/italianissimo-restaurant-staten-island","Italian"
"7801",7803,48,2126994096,"CIPRIANI CLUB 55",10005,"A",12,"Cipriani Wall Street",3.5,4,"http://www.yelp.com/biz/cipriani-wall-street-new-york-2","Italian"
"7802",7804,48,7187218470,"PICCOLA VENEZIA",11103,"C",28,"Piccola Venezia Restaurant",4.5,3,"http://www.yelp.com/biz/piccola-venezia-restaurant-astoria","Italian"
"7803",7805,48,2128774800,"SALUMERIA ROSSI PARMACOTTO",10023,"A",12,"Salumeria Rosi Parmacotto",4,3,"http://www.yelp.com/biz/salumeria-rosi-parmacotto-new-york-2","Italian"
"7804",7806,48,7187332807,"DOMINICK'S BAR & RESTAURANT",10458,"A",9,"Dominick's",4,2,"http://www.yelp.com/biz/dominicks-bronx","Italian"
"7805",7807,48,2128886333,"TONY'S DI NAPOLI",NA,"A",12,"Tony's DiNapoli",3.5,2,"http://www.yelp.com/biz/tonys-dinapoli-new-york-5","Italian"
"7806",7808,48,2124489505,"DOLCINO TRATTORIA TOSCANA",10016,"A",12,"Dolcino Restaurant",3.5,2,"http://www.yelp.com/biz/dolcino-restaurant-new-york-2","Italian"
"7807",7809,48,7185855164,"VENICE RESTAURANT",10455,"A",11,"Venice Restaurant & Pizzeria",3.5,2,"http://www.yelp.com/biz/venice-restaurant-and-pizzeria-bronx","Italian"
"7808",7810,48,7188528758,"SOTTO CASA",11201,"B",18,"Sottocasa",4,2,"http://www.yelp.com/biz/sottocasa-brooklyn","Italian"
"7809",7811,48,2127342676,"SERAFINA FABULOUS PIZZA",NA,"B",24,"Serafina Fabulous Pizza",2.5,2,"http://www.yelp.com/biz/serafina-fabulous-pizza-new-york","Italian"
"7810",7812,48,2123494433,"ACQUA RESTAURANT",10038,"A",12,"Acqua at Peck Slip",3.5,2,"http://www.yelp.com/biz/acqua-at-peck-slip-new-york","Italian"
"7811",7813,48,2127778448,"TRATTORIA IL MULINO",10003,"A",10,"Parea Prime",3.5,3,"http://www.yelp.com/biz/parea-prime-new-york","Italian"
"7812",7814,48,7189673077,"MARINA CAFE",10308,"A",NA,"The Marina Cafe",3,2,"http://www.yelp.com/biz/the-marina-cafe-staten-island","Italian"
"7813",7815,48,2126893200,"TRATTORIA ALBA",10016,"A",12,"Trattoria Alba",4,2,"http://www.yelp.com/biz/trattoria-alba-new-york","Italian"
"7814",7816,48,2129417119,"IL CORALLO",10012,"A",10,"Il Corallo Trattoria",4,2,"http://www.yelp.com/biz/il-corallo-trattoria-new-york","Italian"
